"图解标题：20939319"
"#","日期 时间, GMT+08:00","温度, °C (LGR S/N: 20939319, SEN S/N: 20939319)","RH, % (LGR S/N: 20939319, SEN S/N: 20939319)","已连接主机 (LGR S/N: 20939319)","文件结尾 (LGR S/N: 20939319)"
2068,09/01/21 上午05时02分57秒,26.456,61.061,,
2069,09/01/21 上午05时03分57秒,26.456,61.061,,
2070,09/01/21 上午05时04分57秒,26.456,61.061,,
2071,09/01/21 上午05时05分57秒,26.456,61.101,,
2072,09/01/21 上午05时06分57秒,26.456,61.081,,
2073,09/01/21 上午05时07分57秒,26.456,61.081,,
2074,09/01/21 上午05时08分57秒,26.456,61.081,,
2075,09/01/21 上午05时09分57秒,26.456,61.081,,
2076,09/01/21 上午05时10分57秒,26.456,61.122,,
2077,09/01/21 上午05时11分57秒,26.456,61.101,,
2078,09/01/21 上午05时12分57秒,26.456,61.142,,
2079,09/01/21 上午05时13分57秒,26.456,61.162,,
2080,09/01/21 上午05时14分57秒,26.456,61.202,,
2081,09/01/21 上午05时15分57秒,26.456,61.182,,
2082,09/01/21 上午05时16分57秒,26.456,61.202,,
2083,09/01/21 上午05时17分57秒,26.456,61.222,,
2084,09/01/21 上午05时18分57秒,26.456,61.243,,
2085,09/01/21 上午05时19分57秒,26.456,61.222,,
2086,09/01/21 上午05时20分57秒,26.456,61.222,,
2087,09/01/21 上午05时21分57秒,26.456,61.243,,
2088,09/01/21 上午05时22分57秒,26.456,61.243,,
2089,09/01/21 上午05时23分57秒,26.456,61.263,,
2090,09/01/21 上午05时24分57秒,26.456,61.243,,
2091,09/01/21 上午05时25分57秒,26.456,61.243,,
2092,09/01/21 上午05时26分57秒,26.432,61.268,,
2093,09/01/21 上午05时27分57秒,26.456,61.243,,
2094,09/01/21 上午05时28分57秒,26.456,61.283,,
2095,09/01/21 上午05时29分57秒,26.456,61.283,,
2096,09/01/21 上午05时30分57秒,26.456,61.324,,
2097,09/01/21 上午05时31分57秒,26.456,61.304,,
2098,09/01/21 上午05时32分57秒,26.456,61.344,,
2099,09/01/21 上午05时33分57秒,26.432,61.329,,
2100,09/01/21 上午05时34分57秒,26.432,61.370,,
2101,09/01/21 上午05时35分57秒,26.432,61.329,,
2102,09/01/21 上午05时36分57秒,26.432,61.350,,
2103,09/01/21 上午05时37分57秒,26.456,61.324,,
2104,09/01/21 上午05时38分57秒,26.456,61.324,,
2105,09/01/21 上午05时39分57秒,26.432,61.370,,
2106,09/01/21 上午05时40分57秒,26.456,61.344,,
2107,09/01/21 上午05时41分57秒,26.456,61.324,,
2108,09/01/21 上午05时42分57秒,26.432,61.350,,
2109,09/01/21 上午05时43分57秒,26.432,61.329,,
2110,09/01/21 上午05时44分57秒,26.432,61.370,,
2111,09/01/21 上午05时45分57秒,26.432,61.370,,
2112,09/01/21 上午05时46分57秒,26.432,61.370,,
2113,09/01/21 上午05时47分57秒,26.432,61.350,,
2114,09/01/21 上午05时48分57秒,26.432,61.370,,
2115,09/01/21 上午05时49分57秒,26.456,61.324,,
2116,09/01/21 上午05时50分57秒,26.456,61.365,,
2117,09/01/21 上午05时51分57秒,26.432,61.350,,
2118,09/01/21 上午05时52分57秒,26.432,61.309,,
2119,09/01/21 上午05时53分57秒,26.456,61.344,,
2120,09/01/21 上午05时54分57秒,26.432,61.350,,
2121,09/01/21 上午05时55分57秒,26.432,61.350,,
2122,09/01/21 上午05时56分57秒,26.432,61.350,,
2123,09/01/21 上午05时57分57秒,26.432,61.309,,
2124,09/01/21 上午05时58分57秒,26.432,61.329,,
2125,09/01/21 上午05时59分57秒,26.407,61.355,,
2126,09/01/21 上午06时00分57秒,26.383,61.442,,
2127,09/01/21 上午06时01分57秒,26.359,61.530,,
2128,09/01/21 上午06时02分57秒,26.359,61.571,,
2129,09/01/21 上午06时03分57秒,26.359,61.613,,
2130,09/01/21 上午06时04分57秒,26.359,61.696,,
2131,09/01/21 上午06时05分57秒,26.359,61.696,,
2132,09/01/21 上午06时06分57秒,26.359,61.928,,
2133,09/01/21 上午06时07分57秒,26.359,61.865,,
2134,09/01/21 上午06时08分57秒,26.359,61.971,,
2135,09/01/21 上午06时09分57秒,26.383,61.987,,
2136,09/01/21 上午06时10分57秒,26.383,62.052,,
2137,09/01/21 上午06时11分57秒,26.383,62.009,,
2138,09/01/21 上午06时12分57秒,26.383,62.009,,
2139,09/01/21 上午06时13分57秒,26.383,61.966,,
2140,09/01/21 上午06时14分57秒,26.383,61.987,,
2141,09/01/21 上午06时15分57秒,26.407,62.025,,
2142,09/01/21 上午06时16分57秒,26.407,62.111,,
2143,09/01/21 上午06时17分57秒,26.407,62.111,,
2144,09/01/21 上午06时18分57秒,26.407,62.242,,
2145,09/01/21 上午06时19分57秒,26.407,62.155,,
2146,09/01/21 上午06时20分57秒,26.407,62.068,,
2147,09/01/21 上午06时21分57秒,26.407,62.047,,
2148,09/01/21 上午06时22分57秒,26.407,62.111,,
2149,09/01/21 上午06时23分57秒,26.407,62.090,,
2150,09/01/21 上午06时24分57秒,26.407,62.090,,
2151,09/01/21 上午06时25分57秒,26.407,62.111,,
2152,09/01/21 上午06时26分57秒,26.407,62.111,,
2153,09/01/21 上午06时27分57秒,26.407,62.111,,
2154,09/01/21 上午06时28分57秒,26.407,62.068,,
2155,09/01/21 上午06时29分57秒,26.407,62.155,,
2156,09/01/21 上午06时30分57秒,26.432,62.085,,
2157,09/01/21 上午06时31分57秒,26.432,62.106,,
2158,09/01/21 上午06时32分57秒,26.432,62.128,,
2159,09/01/21 上午06时33分57秒,26.432,62.149,,
2160,09/01/21 上午06时34分57秒,26.432,62.171,,
2161,09/01/21 上午06时35分57秒,26.432,62.193,,
2162,09/01/21 上午06时36分57秒,26.432,62.149,,
2163,09/01/21 上午06时37分57秒,26.432,62.215,,
2164,09/01/21 上午06时38分57秒,26.432,62.193,,
2165,09/01/21 上午06时39分57秒,26.432,62.193,,
2166,09/01/21 上午06时40分57秒,26.432,62.193,,
2167,09/01/21 上午06时41分57秒,26.432,62.258,,
2168,09/01/21 上午06时42分57秒,26.432,62.215,,
2169,09/01/21 上午06时43分57秒,26.432,62.193,,
2170,09/01/21 上午06时44分57秒,26.432,62.215,,
2171,09/01/21 上午06时45分57秒,26.432,62.280,,
2172,09/01/21 上午06时46分57秒,26.432,62.215,,
2173,09/01/21 上午06时47分57秒,26.432,62.128,,
2174,09/01/21 上午06时48分57秒,26.456,62.210,,
2175,09/01/21 上午06时49分57秒,26.432,62.215,,
2176,09/01/21 上午06时50分57秒,26.432,62.215,,
2177,09/01/21 上午06时51分57秒,26.456,62.231,,
2178,09/01/21 上午06时52分57秒,26.432,62.280,,
2179,09/01/21 上午06时53分57秒,26.456,62.297,,
2180,09/01/21 上午06时54分57秒,26.456,62.275,,
2181,09/01/21 上午06时55分57秒,26.456,62.319,,
2182,09/01/21 上午06时56分57秒,26.456,62.363,,
2183,09/01/21 上午06时57分57秒,26.456,62.319,,
2184,09/01/21 上午06时58分57秒,26.456,62.319,,
2185,09/01/21 上午06时59分57秒,26.456,62.341,,
2186,09/01/21 上午07时00分57秒,26.481,62.314,,
2187,09/01/21 上午07时01分57秒,26.456,62.385,,
2188,09/01/21 上午07时02分57秒,26.456,62.385,,
2189,09/01/21 上午07时03分57秒,26.456,62.363,,
2190,09/01/21 上午07时04分57秒,26.456,62.363,,
2191,09/01/21 上午07时05分57秒,26.456,62.407,,
2192,09/01/21 上午07时06分57秒,26.456,62.429,,
2193,09/01/21 上午07时07分57秒,26.456,62.363,,
2194,09/01/21 上午07时08分57秒,26.456,62.385,,
2195,09/01/21 上午07时09分57秒,26.456,62.385,,
2196,09/01/21 上午07时10分57秒,26.456,62.407,,
2197,09/01/21 上午07时11分57秒,26.456,62.474,,
2198,09/01/21 上午07时12分57秒,26.456,62.451,,
2199,09/01/21 上午07时13分57秒,26.456,62.474,,
2200,09/01/21 上午07时14分57秒,26.456,62.563,,
2201,09/01/21 上午07时15分57秒,26.456,62.518,,
2202,09/01/21 上午07时16分57秒,26.481,62.491,,
2203,09/01/21 上午07时17分57秒,26.456,62.496,,
2204,09/01/21 上午07时18分57秒,26.481,62.469,,
2205,09/01/21 上午07时19分57秒,26.456,62.319,,
2206,09/01/21 上午07时20分57秒,26.481,62.292,,
2207,09/01/21 上午07时21分57秒,26.481,62.292,,
2208,09/01/21 上午07时22分57秒,26.481,62.270,,
2209,09/01/21 上午07时23分57秒,26.481,62.446,,
2210,09/01/21 上午07时24分57秒,26.481,62.446,,
2211,09/01/21 上午07时25分57秒,26.481,62.603,,
2212,09/01/21 上午07时26分57秒,26.481,62.806,,
2213,09/01/21 上午07时27分57秒,26.481,62.990,,
2214,09/01/21 上午07时28分57秒,26.481,63.153,,
2215,09/01/21 上午07时29分57秒,26.481,63.270,,
2216,09/01/21 上午07时30分57秒,26.456,63.370,,
2217,09/01/21 上午07时31分57秒,26.456,63.442,,
2218,09/01/21 上午07时32分57秒,26.481,63.509,,
2219,09/01/21 上午07时33分57秒,26.481,63.557,,
2220,09/01/21 上午07时34分57秒,26.481,63.581,,
2221,09/01/21 上午07时35分57秒,26.456,63.538,,
2222,09/01/21 上午07时36分57秒,26.456,63.490,,
2223,09/01/21 上午07时37分57秒,26.456,63.466,,
2224,09/01/21 上午07时38分57秒,26.456,63.490,,
2225,09/01/21 上午07时39分57秒,26.456,63.610,,
2226,09/01/21 上午07时40分57秒,26.456,63.732,,
2227,09/01/21 上午07时41分57秒,26.432,63.785,,
2228,09/01/21 上午07时42分57秒,26.310,64.107,,
2229,09/01/21 上午07时43分57秒,26.066,64.769,,
2230,09/01/21 上午07时44分57秒,25.920,65.413,,
2231,09/01/21 上午07时45分57秒,25.871,65.812,,
2232,09/01/21 上午07时46分57秒,25.798,66.197,,
2233,09/01/21 上午07时47分57秒,25.676,66.602,,
2234,09/01/21 上午07时48分57秒,25.652,66.940,,
2235,09/01/21 上午07时49分57秒,25.579,67.014,,
2236,09/01/21 上午07时50分57秒,25.409,67.577,,
2237,09/01/21 上午07时51分57秒,25.336,68.180,,
2238,09/01/21 上午07时52分57秒,25.215,68.539,,
2239,09/01/21 上午07时53分57秒,25.167,68.896,,
2240,09/01/21 上午07时54分57秒,25.239,69.279,,
2241,09/01/21 上午07时55分57秒,25.385,69.330,,
2242,09/01/21 上午07时56分57秒,25.482,69.168,,
2243,09/01/21 上午07时57分57秒,25.409,68.269,,
2244,09/01/21 上午07时58分57秒,25.239,67.865,,
2245,09/01/21 上午07时59分57秒,25.167,68.582,,
2246,09/01/21 上午08时00分57秒,25.118,68.486,,
2247,09/01/21 上午08时01分57秒,25.021,68.605,,
2248,09/01/21 上午08时02分57秒,24.948,69.108,,
2249,09/01/21 上午08时03分57秒,24.973,69.541,,
2250,09/01/21 上午08时04分57秒,25.021,69.645,,
2251,09/01/21 上午08时05分57秒,25.070,69.750,,
2252,09/01/21 上午08时06分57秒,25.142,69.777,,
2253,09/01/21 上午08时07分57秒,25.070,69.825,,
2254,09/01/21 上午08时08分57秒,24.948,69.693,,
2255,09/01/21 上午08时09分57秒,24.948,70.073,,
2256,09/01/21 上午08时10分57秒,24.948,70.228,,
2257,09/01/21 上午08时11分57秒,24.997,70.339,,
2258,09/01/21 上午08时12分57秒,25.094,70.207,,
2259,09/01/21 上午08时13分57秒,25.191,70.114,,
2260,09/01/21 上午08时14分57秒,25.215,70.072,,
2261,09/01/21 上午08时15分57秒,25.118,70.281,,
2262,09/01/21 上午08时16分57秒,24.997,70.221,,
2263,09/01/21 上午08时17分57秒,25.021,70.454,,
2264,09/01/21 上午08时18分57秒,25.142,70.637,,
2265,09/01/21 上午08时19分57秒,25.239,71.202,,
2266,09/01/21 上午08时20分57秒,25.191,70.153,,
2267,09/01/21 上午08时21分57秒,25.191,70.075,,
2268,09/01/21 上午08时22分57秒,25.118,69.630,,
2269,09/01/21 上午08时23分57秒,25.070,70.016,,
2270,09/01/21 上午08时24分57秒,25.167,70.553,,
2271,09/01/21 上午08时25分57秒,25.312,70.371,,
2272,09/01/21 上午08时26分57秒,25.288,69.830,,
2273,09/01/21 上午08时27分57秒,25.312,69.563,,
2274,09/01/21 上午08时28分57秒,25.361,69.481,,
2275,09/01/21 上午08时29分57秒,25.361,69.007,,
2276,09/01/21 上午08时30分57秒,25.264,68.810,,
2277,09/01/21 上午08时31分57秒,25.167,68.790,,
2278,09/01/21 上午08时32分57秒,25.070,68.841,,
2279,09/01/21 上午08时33分57秒,25.142,69.185,,
2280,09/01/21 上午08时34分57秒,25.264,69.094,,
2281,09/01/21 上午08时35分57秒,25.336,69.083,,
2282,09/01/21 上午08时36分57秒,25.336,68.975,,
2283,09/01/21 上午08时37分57秒,25.312,69.123,,
2284,09/01/21 上午08时38分57秒,25.239,69.170,,
2285,09/01/21 上午08时39分57秒,25.167,69.145,,
2286,09/01/21 上午08时40分57秒,25.264,69.570,,
2287,09/01/21 上午08时41分57秒,25.336,69.709,,
2288,09/01/21 上午08时42分57秒,25.458,69.355,,
2289,09/01/21 上午08时43分57秒,25.506,68.984,,
2290,09/01/21 上午08时44分57秒,25.458,68.431,,
2291,09/01/21 上午08时45分57秒,25.409,68.269,,
2292,09/01/21 上午08时46分57秒,25.385,68.409,,
2293,09/01/21 上午08时47分57秒,25.361,68.481,,
2294,09/01/21 上午08时48分57秒,25.361,68.516,,
2295,09/01/21 上午08时49分57秒,25.433,68.818,,
2296,09/01/21 上午08时50分57秒,25.385,68.546,,
2297,09/01/21 上午08时51分57秒,25.288,68.562,,
2298,09/01/21 上午08时52分57秒,25.264,68.880,,
2299,09/01/21 上午08时53分57秒,25.312,69.304,,
2300,09/01/21 上午08时54分57秒,25.336,69.191,,
2301,09/01/21 上午08时55分57秒,25.288,69.235,,
2302,09/01/21 上午08时56分57秒,25.264,69.312,,
2303,09/01/21 上午08时57分57秒,25.215,69.066,,
2304,09/01/21 上午08时58分57秒,25.288,69.945,,
2305,09/01/21 上午08时59分57秒,26.115,73.360,,
2306,09/01/21 上午09时00分57秒,26.432,69.093,,
2307,09/01/21 上午09时01分57秒,26.456,66.955,,
2308,09/01/21 上午09时02分57秒,26.432,66.025,,
2309,09/01/21 上午09时03分57秒,26.383,65.577,,
2310,09/01/21 上午09时04分57秒,26.334,65.419,,
2311,09/01/21 上午09时05分57秒,26.285,65.400,,
2312,09/01/21 上午09时06分57秒,26.261,65.432,,
2313,09/01/21 上午09时07分57秒,26.237,65.382,,
2314,09/01/21 上午09时08分57秒,26.212,65.276,,
2315,09/01/21 上午09时09分57秒,26.212,65.304,,
2316,09/01/21 上午09时10分57秒,26.188,64.877,,
2317,09/01/21 上午09时11分57秒,26.163,64.160,,
2318,09/01/21 上午09时12分57秒,26.139,62.628,,
2319,09/01/21 上午09时13分57秒,26.115,61.685,,
2320,09/01/21 上午09时14分57秒,26.090,60.922,,
2321,09/01/21 上午09时15分57秒,26.090,60.345,,
2322,09/01/21 上午09时16分57秒,26.090,59.919,,
2323,09/01/21 上午09时17分57秒,26.090,59.648,,
2324,09/01/21 上午09时18分57秒,26.066,59.779,,
2325,09/01/21 上午09时19分57秒,26.066,60.034,,
2326,09/01/21 上午09时20分57秒,26.066,60.182,,
2327,09/01/21 上午09时21分57秒,26.042,60.206,,
2328,09/01/21 上午09时22分57秒,26.066,60.351,,
2329,09/01/21 上午09时23分57秒,26.042,60.469,,
2330,09/01/21 上午09时24分57秒,26.066,59.870,,
2331,09/01/21 上午09时25分57秒,26.066,59.511,,
2332,09/01/21 上午09时26分57秒,26.066,59.564,,
2333,09/01/21 上午09时27分57秒,26.066,59.564,,
2334,09/01/21 上午09时28分57秒,26.066,59.653,,
2335,09/01/21 上午09时29分57秒,26.066,59.671,,
2336,09/01/21 上午09时30分57秒,26.066,59.635,,
2337,09/01/21 上午09时31分57秒,26.066,59.671,,
2338,09/01/21 上午09时32分57秒,26.066,59.761,,
2339,09/01/21 上午09时33分57秒,26.066,59.852,,
2340,09/01/21 上午09时34分57秒,26.066,59.906,,
2341,09/01/21 上午09时35分57秒,26.042,60.058,,
2342,09/01/21 上午09时36分57秒,26.042,60.113,,
2343,09/01/21 上午09时37分57秒,26.042,60.225,,
2344,09/01/21 上午09时38分57秒,26.042,60.375,,
2345,09/01/21 上午09时39分57秒,26.042,60.394,,
2346,09/01/21 上午09时40分57秒,26.017,60.212,,
2347,09/01/21 上午09时41分57秒,26.017,60.212,,
2348,09/01/21 上午09时42分57秒,26.017,60.286,,
2349,09/01/21 上午09时43分57秒,26.017,60.286,,
2350,09/01/21 上午09时44分57秒,26.017,60.286,,
2351,09/01/21 上午09时45分57秒,25.993,60.217,,
2352,09/01/21 上午09时46分57秒,25.993,60.032,,
2353,09/01/21 上午09时47分57秒,25.968,59.801,,
2354,09/01/21 上午09时48分57秒,25.968,60.130,,
2355,09/01/21 上午09时49分57秒,25.968,60.581,,
2356,09/01/21 上午09时50分57秒,25.944,60.721,,
2357,09/01/21 上午09时51分57秒,25.944,60.740,,
2358,09/01/21 上午09时52分57秒,25.920,60.687,,
2359,09/01/21 上午09时53分57秒,25.920,60.784,,
2360,09/01/21 上午09时54分57秒,25.968,61.047,,
2361,09/01/21 上午09时55分57秒,26.017,60.570,,
2362,09/01/21 上午09时56分57秒,26.042,60.169,,
2363,09/01/21 上午09时57分57秒,26.017,59.881,,
2364,09/01/21 上午09时58分57秒,26.042,59.785,,
2365,09/01/21 上午09时59分57秒,26.042,59.730,,
2366,09/01/21 上午10时00分57秒,26.017,59.664,,
2367,09/01/21 上午10时01分57秒,26.017,59.575,,
2368,09/01/21 上午10时02分57秒,26.042,59.748,,
2369,09/01/21 上午10时03分57秒,26.017,59.469,,
2370,09/01/21 上午10时04分57秒,26.017,59.381,,
2371,09/01/21 上午10时05分57秒,26.017,59.363,,
2372,09/01/21 上午10时06分57秒,25.993,59.386,,
2373,09/01/21 上午10时07分57秒,25.993,59.404,,
2374,09/01/21 上午10时08分57秒,26.017,59.469,,
2375,09/01/21 上午10时09分57秒,25.993,59.598,,
2376,09/01/21 上午10时10分57秒,25.993,59.527,,
2377,09/01/21 上午10时11分57秒,25.993,59.492,,
2378,09/01/21 上午10时12分57秒,25.968,59.357,,
2379,09/01/21 上午10时13分57秒,25.993,59.160,,
2380,09/01/21 上午10时14分57秒,25.968,59.201,,
2381,09/01/21 上午10时15分57秒,25.968,59.235,,
2382,09/01/21 上午10时16分57秒,25.968,59.305,,
2383,09/01/21 上午10时17分57秒,25.968,59.114,,
2384,09/01/21 上午10时18分57秒,25.944,59.120,,
2385,09/01/21 上午10时19分57秒,25.944,58.932,,
2386,09/01/21 上午10时20分57秒,25.944,58.915,,
2387,09/01/21 上午10时21分57秒,25.944,58.983,,
2388,09/01/21 上午10时22分57秒,25.944,58.466,,
2389,09/01/21 上午10时23分57秒,25.944,58.433,,
2390,09/01/21 上午10时24分57秒,25.944,58.417,,
2391,09/01/21 上午10时25分57秒,25.968,58.378,,
2392,09/01/21 上午10时26分57秒,25.968,58.493,,
2393,09/01/21 上午10时27分57秒,25.968,58.526,,
2394,09/01/21 上午10时28分57秒,25.944,58.190,,
2395,09/01/21 上午10时29分57秒,25.944,57.716,,
2396,09/01/21 上午10时30分57秒,25.944,57.576,,
2397,09/01/21 上午10时31分57秒,25.944,57.747,,
2398,09/01/21 上午10时32分57秒,25.944,57.935,,
2399,09/01/21 上午10时33分57秒,25.944,57.982,,
2400,09/01/21 上午10时34分57秒,25.944,57.654,,
2401,09/01/21 上午10时35分57秒,25.968,58.330,,
2402,09/01/21 上午10时36分57秒,25.993,57.751,,
2403,09/01/21 上午10时37分57秒,25.968,57.694,,
2404,09/01/21 上午10时38分57秒,25.993,57.658,,
2405,09/01/21 上午10时39分57秒,25.993,57.845,,
2406,09/01/21 上午10时40分57秒,25.993,58.003,,
2407,09/01/21 上午10时41分57秒,25.993,57.519,,
2408,09/01/21 上午10时42分57秒,25.993,57.200,,
2409,09/01/21 上午10时43分57秒,25.968,57.281,,
2410,09/01/21 上午10时44分57秒,25.968,57.387,,
2411,09/01/21 上午10时45分57秒,25.968,57.882,,
2412,09/01/21 上午10时46分57秒,25.968,58.184,,
2413,09/01/21 上午10时47分57秒,25.968,58.184,,
2414,09/01/21 上午10时48分57秒,25.968,57.586,,
2415,09/01/21 上午10时49分57秒,25.968,57.417,,
2416,09/01/21 上午10时50分57秒,25.968,57.251,,
2417,09/01/21 上午10时51分57秒,25.944,57.047,,
2418,09/01/21 上午10时52分57秒,25.944,57.152,,
2419,09/01/21 上午10时53分57秒,25.944,57.077,,
2420,09/01/21 上午10时54分57秒,25.944,56.652,,
2421,09/01/21 上午10时55分57秒,25.944,56.380,,
2422,09/01/21 上午10时56分57秒,25.944,56.609,,
2423,09/01/21 上午10时57分57秒,25.944,56.944,,
2424,09/01/21 上午10时58分57秒,25.944,57.062,,
2425,09/01/21 上午10时59分57秒,25.944,57.197,,
2426,09/01/21 上午11时00分57秒,25.944,57.454,,
2427,09/01/21 上午11时01分57秒,25.944,58.126,,
2428,09/01/21 上午11时02分57秒,25.968,58.608,,
2429,09/01/21 上午11时03分57秒,25.968,58.825,,
2430,09/01/21 上午11时04分57秒,25.968,58.708,,
2431,09/01/21 上午11时05分57秒,25.968,58.608,,
2432,09/01/21 上午11时06分57秒,25.968,58.362,,
2433,09/01/21 上午11时07分57秒,25.968,58.040,,
2434,09/01/21 上午11时08分57秒,25.968,57.803,,
2435,09/01/21 上午11时09分57秒,25.968,57.357,,
2436,09/01/21 上午11时10分57秒,25.968,56.938,,
2437,09/01/21 上午11时11分57秒,25.993,56.756,,
2438,09/01/21 上午11时12分57秒,25.993,56.568,,
2439,09/01/21 上午11时13分57秒,25.968,56.360,,
2440,09/01/21 上午11时14分57秒,25.993,56.368,,
2441,09/01/21 上午11时15分57秒,25.993,56.756,,
2442,09/01/21 上午11时16分57秒,25.993,56.640,,
2443,09/01/21 上午11时17分57秒,25.993,56.004,,
2444,09/01/21 上午11时18分57秒,25.993,54.833,,
2445,09/01/21 上午11时19分57秒,25.993,54.441,,
2446,09/01/21 上午11时20分57秒,25.993,54.218,,
2447,09/01/21 上午11时21分57秒,26.017,54.052,,
2448,09/01/21 上午11时22分57秒,26.042,54.292,,
2449,09/01/21 上午11时23分57秒,26.042,54.668,,
2450,09/01/21 上午11时24分57秒,26.042,55.223,,
2451,09/01/21 上午11时25分57秒,26.042,55.462,,
2452,09/01/21 上午11时26分57秒,26.066,55.794,,
2453,09/01/21 上午11时27分57秒,26.066,55.862,,
2454,09/01/21 上午11时28分57秒,26.066,55.725,,
2455,09/01/21 上午11时29分57秒,26.090,55.476,,
